Episodes,Goal Rates
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.125
9,0.11110000312328339
10,0.10000000149011612
11,0.0908999964594841
12,0.08330000191926956
13,0.07689999788999557
14,0.0714000016450882
15,0.06669999659061432
16,0.0625
17,0.058800000697374344
18,0.05559999868273735
19,0.05260000005364418
20,0.05000000074505806
21,0.047600001096725464
22,0.045499999076128006
23,0.04349999874830246
24,0.04170000180602074
25,0.03999999910593033
26,0.03849999979138374
27,0.03700000047683716
28,0.0357000008225441
29,0.03449999913573265
30,0.0333000011742115
31,0.03229999914765358
32,0.031199999153614044
33,0.030300000682473183
34,0.029400000348687172
35,0.028599999845027924
36,0.027799999341368675
37,0.027000000700354576
38,0.02630000002682209
39,0.025599999353289604
40,0.02500000037252903
41,0.04879999905824661
42,0.047600001096725464
43,0.04650000110268593
44,0.045499999076128006
45,0.04439999908208847
46,0.04349999874830246
47,0.04259999841451645
48,0.04170000180602074
